#"Step","Potential Energy (kJ/mole)","Temperature (K)"
25880000,-3498.1685922145844,300.9014371428052
25920000,-3372.6625554189086,280.87417145084123
25960000,-3410.235057115555,324.3975588046089
26000000,-3455.679111085832,292.56467777010914
26040000,-3348.256037503481,319.70809490301536
26080000,-3299.035087845288,305.05274893442714
26120000,-3386.4407369978726,297.1397485884856
26160000,-3439.363109853817,324.0034744962172
26200000,-3313.897799886763,283.3335998367755
26240000,-3481.859537124634,282.04528419877425
26280000,-3289.9449508190155,284.11209709658146
26320000,-3318.4626755416393,315.05761856400136
26360000,-3390.085966810584,297.544984912776
26400000,-3466.401286840439,327.69677055636464
26440000,-3296.664554923773,300.5619959549682
26480000,-3378.4125947258435,298.4600220681228
26520000,-3456.1589419692755,294.8254128327831
26560000,-3369.783625920769,309.4580291118707
26600000,-3414.7726434562355,308.06464724251487
26640000,-3270.2428244948387,274.46233694855124
26680000,-3393.5156468227506,302.08482481516535
26720000,-3267.1523680090904,306.39600672644855
26760000,-3385.4269754737616,335.5389482709575
26800000,-3368.2067619115114,322.4814800480536
26840000,-3349.378629717976,307.40257934910017
26880000,-3322.5373650491238,297.2394429462406
26920000,-3342.9165974110365,306.32777548956386
26960000,-3382.080061465502,294.95760727155994
27000000,-3345.37589430809,277.71323913582944
27040000,-3384.080650627613,299.3460676135783
27080000,-3395.8957950025797,331.2410447210769
27120000,-3329.6820855140686,307.62782483560363
27160000,-3315.202964425087,280.4997166871116
27200000,-3369.7513673603535,310.80572396870735
27240000,-3303.430634573102,332.2365387039783
27280000,-3326.2723960876465,288.8096647678068
27320000,-3372.672276943922,306.78956839542093
27360000,-3398.0505069866776,310.28254309098935
27400000,-3479.593503475189,303.77671153485704
27440000,-3354.802790366113,289.2401082968298
27480000,-3344.4680857658386,270.9610648117854
27520000,-3368.1500182002783,284.2621345663487
27560000,-3424.146380716935,300.9123148558102
27600000,-3332.642124645412,293.80140830549783
27640000,-3424.1804180569015,292.4143161360858
27680000,-3342.77268605493,298.2033852316311
27720000,-3419.431563165039,327.23424526587115
27760000,-3284.6126195965335,277.2474355491103
27800000,-3301.105272948742,299.8189312939169
27840000,-3463.8424440974195,281.9541875924769
27880000,-3308.370514765382,294.23593980976773
27920000,-3349.380687320605,289.82034342678315
27960000,-3418.2215824127197,331.90991034197657
28000000,-3467.2103662490845,293.51069168622155
28040000,-3324.150664150715,313.52255561630136
28080000,-3446.1043051183224,302.5952826760687
28120000,-3408.278369486332,307.2283234230705
28160000,-3413.5336761604995,324.6986088471168
28200000,-3351.4431464374065,297.25642994803235
28240000,-3400.034884585999,300.9306868584567
28280000,-3455.3374119573273,302.03932896406127
28320000,-3408.0438524484634,304.16779026612545
28360000,-3420.9177117049694,299.8228101447733
28400000,-3565.3289287127554,294.0462602826163
28440000,-3381.951350212097,309.7632236721956
28480000,-3277.011355102062,315.3796966930757
28520000,-3442.964443743229,315.2120584621173
28560000,-3319.407144810073,304.87700161483605
28600000,-3378.376995895058,291.24925096520656
28640000,-3297.991863965988,308.4623159327398
28680000,-3394.268314700108,281.07021648321586
28720000,-3401.5730272028595,268.77537614494696
28760000,-3380.7792956233025,296.0270104403039
28800000,-3352.8227818012238,296.0520055658625
28840000,-3399.9556580088392,287.51434023876834
28880000,-3306.1238192915916,293.5608511370103
28920000,-3411.4046152513474,292.9486973389982
28960000,-3457.9630306623876,297.57353349450716
29000000,-3440.4003543257713,301.0615846467984
29040000,-3271.9009423414245,305.4476102679189
29080000,-3402.5404830276966,307.6680841918801
29120000,-3282.6052887402475,330.5163618577747
29160000,-3304.581578567624,268.58491404137254
29200000,-3347.0371786355972,303.06056865147895
29240000,-3372.4598355591297,314.36376085529884
29280000,-3367.3602700247284,289.1518184254628
29320000,-3410.728595495224,314.9707832670743
29360000,-3325.4851798592135,320.5108162709492
29400000,-3391.608024582267,291.56316389892584
29440000,-3447.486932310887,300.63815954206495
29480000,-3386.494082391262,314.313842534175
29520000,-3372.7388789206743,302.2199887420986
29560000,-3358.2618885040283,308.6768342440163
29600000,-3466.287061303854,303.9075888683753
29640000,-3334.4091497370973,320.1159880745691
29680000,-3387.3049985170364,311.38588650098586
29720000,-3373.6148696541786,289.4504143489238
29760000,-3383.0952417850494,282.67904807028765
29800000,-3327.3181305006146,304.81261693898784
29840000,-3445.6565275266767,284.8759856605542
29880000,-3484.2084485068917,302.6682066910035
29920000,-3526.1700030490756,320.2449206382786
29960000,-3316.605657249689,297.48462073778404
30000000,-3497.8818986564875,306.24955022201556
30040000,-3444.677253589034,299.26804354072647
30080000,-3357.772206882015,300.45711313592085
30120000,-3358.474969535251,297.2810296084654
30160000,-3408.134118363261,323.6023268797687
30200000,-3356.9709084928036,277.1631226172614
30240000,-3390.1783580332994,273.15216643806406
30280000,-3431.660005673766,309.4609542753455
30320000,-3472.5356742590666,299.65352242517986
30360000,-3499.201991081238,299.3360926458809
30400000,-3400.1451649069786,305.25680009777346
30440000,-3405.1260675936937,301.4518559414891
30480000,-3379.15024125576,278.3837550872871
30520000,-3495.5102800130844,304.51162724747013
30560000,-3386.413321495056,293.5970522183975
30600000,-3414.243319809437,288.4244814563937
30640000,-3347.7684328071773,304.2994997719181
30680000,-3383.224770830944,276.5503187502751
30720000,-3430.709348022938,296.6389314532058
30760000,-3479.4566019773483,293.66332074568135
30800000,-3460.010223449208,329.90796245829887
30840000,-3426.133264842996,328.1401992252774
30880000,-3499.975581586361,303.3584612398182
30920000,-3423.9267950784415,293.81156062792786
30960000,-3495.627087123692,299.84218376144906
31000000,-3444.852474927902,285.98198908832507
31040000,-3324.4436950380914,325.3772215019103
31080000,-3465.859599357471,325.02292731318335
31120000,-3408.4145119786263,301.2368149087974
31160000,-3468.746157884598,291.5543237380804
31200000,-3501.1936145164073,295.8154345404532
31240000,-3518.051600164734,294.1785820364954
31280000,-3484.7318987846375,297.23783473769845
31320000,-3338.27014914155,286.85230166965243
31360000,-3399.224971950054,309.35576841161856
31400000,-3432.448828802444,300.82152539960396
31440000,-3442.6536884605885,319.57740776111456
31480000,-3448.0306299626827,311.8505930186466
31520000,-3495.753286600113,271.22419945839926
31560000,-3362.1591632403433,309.15666202509055
31600000,-3437.2527197897434,290.02145022739467
31640000,-3433.546155631542,292.7948200777431
31680000,-3447.328638613224,330.95322705682366
31720000,-3433.6656725574285,321.94384404271483
31760000,-3404.7081373929977,304.1299959080049
31800000,-3448.002741815988,284.16890266673676
31840000,-3424.4280049800873,321.7604656720043
31880000,-3477.0709816217422,272.9700626303669
31920000,-3574.6952560916543,307.1632286201005
31960000,-3531.208006516099,309.87834723413073
32000000,-3473.470522403717,310.5037173616376
32040000,-3354.155829191208,318.438440226359
32080000,-3501.6276162341237,295.47563866535825
32120000,-3483.119828388095,305.1013453301003
32160000,-3492.6968837976456,321.1369695903369
32200000,-3477.949279099703,310.16186111753876
32240000,-3443.754039645195,303.9901830025385
32280000,-3421.2609695084393,297.5052362098642
32320000,-3461.9187576435506,307.27506722412505
32360000,-3335.4277845025063,288.85127756429654
32400000,-3309.742007315159,280.02349491626137
32440000,-3481.590122938156,294.5114658248553
32480000,-3331.711026355624,303.80001783860394
32520000,-3476.218419060111,294.23704997085025
32560000,-3407.4423830509186,313.41626601768246
32600000,-3451.6675761155784,271.97380668863775
32640000,-3388.7541386727244,305.14678250576287
32680000,-3444.730136975646,318.3615081944552
32720000,-3383.239987436682,303.75622897337234
32760000,-3475.5869782865047,304.3866456656957
32800000,-3384.835065841675,260.18710395602403
32840000,-3476.32126153633,295.6698432641424
32880000,-3379.117594450712,296.879878801983
32920000,-3453.6765830516815,288.3965436031391
32960000,-3362.4497757554054,316.3827109695685
33000000,-3509.7834879904985,313.4095906755358
33040000,-3438.369851708412,302.1433385772174
33080000,-3523.804375216365,283.13903362622204
33120000,-3429.425478219986,301.8911669135661
33160000,-3462.9059711424634,290.49532899350606
33200000,-3437.776991442777,312.5886916422504
33240000,-3376.852282570675,309.53899697885436
33280000,-3473.5481406897306,302.87468436271627
33320000,-3480.2120371004567,304.43095401838224
33360000,-3435.548987686634,338.06301226482856
33400000,-3511.5428428798914,285.60694218480165
33440000,-3536.022082924843,297.9792941225399
33480000,-3513.4280763864517,290.0330795623657
33520000,-3502.2535709142685,312.52402791384264
33560000,-3455.99053149065,294.2187133270159
33600000,-3420.177430990967,290.9876461868132
33640000,-3508.8954292982817,302.64333232452975
33680000,-3414.614758864045,301.6126117846059
33720000,-3431.151862025261,313.72303247355796
33760000,-3504.8167676713783,312.1453893013158
33800000,-3524.3376165628433,286.96202923677305
33840000,-3437.601048294455,297.66362521181696
33880000,-3387.055412128102,323.78957294109773
33920000,-3444.5850252062082,318.0093974453226
33960000,-3490.3491456361953,286.81569639227655
34000000,-3442.454817013815,323.93746454397416
34040000,-3449.038950100541,296.62848561495593
34080000,-3478.7528377771378,284.5565703615209
34120000,-3487.0556652960368,319.8623024713916
34160000,-3485.798964366317,291.50698589277795
34200000,-3468.2739709690213,308.41070401109846
34240000,-3459.922187399119,308.29184781274944
34280000,-3459.2585865855217,270.3196278505968
34320000,-3327.1010016202927,317.67581933090474
34360000,-3388.088988915086,291.05368027955
34400000,-3453.571881711483,322.8388517214458
34440000,-3417.548701763153,290.35065234154774
34480000,-3428.070519939065,313.5583680184622
34520000,-3442.2773144692183,288.88538293324194
34560000,-3480.9248045682907,320.39672993516444
34600000,-3475.2850938886404,330.0930205546365
34640000,-3448.840131342411,322.95387353894324
34680000,-3463.437236726284,273.5511723189011
34720000,-3477.532342389226,333.61415422122565
34760000,-3528.8793696798384,296.77140789566516
34800000,-3365.655590057373,336.2255044352249
34840000,-3366.048633221537,345.72092105676614
34880000,-3442.390622676816,310.5087782825828
34920000,-3397.522023141384,286.8890110348183
34960000,-3526.97640178632,306.3153365673289
35000000,-3521.824065685272,297.1368542633067
35040000,-3502.1787292659283,284.0366242406536
35080000,-3400.927872262895,285.1987658274568
35120000,-3459.8403145885095,324.73927448661874
35160000,-3418.0128799271333,293.0233315879198
35200000,-3493.3647239506245,302.5068589941027
35240000,-3395.9615106351557,296.246741836557
35280000,-3398.69286828395,299.2055635425595
35320000,-3486.4201868772507,299.61411321489084
35360000,-3443.155044125393,282.9189079991757
35400000,-3450.4083231687546,318.0406139457261
35440000,-3403.6973511725664,310.3681335284333
35480000,-3412.1601451151073,289.7339798234186
35520000,-3394.765344530344,292.42414449290476
35560000,-3458.6517240852118,329.6005251352675
35600000,-3490.145401060581,304.31229150526485
35640000,-3501.3118030913174,302.628947036493
35680000,-3469.0564920678735,299.99991533040804
35720000,-3547.2937669577077,292.330027354004
35760000,-3367.1482083052397,289.2112162476234
35800000,-3560.7229989673942,266.0920417782874
35840000,-3332.0414635417983,308.71399035912975
35880000,-3517.2826655060053,300.4387720272103
35920000,-3460.9342501685023,312.6148458233844
35960000,-3566.6171927452087,311.54887656263327
36000000,-3468.2656325604767,314.8685668756415
36040000,-3484.576812312007,293.73791644136435
36080000,-3382.7461138188373,292.60285804912127
36120000,-3483.4372678995132,297.7171989906427
36160000,-3428.200101107359,312.99793890900906
36200000,-3503.3886466249824,314.6431323684036
36240000,-3422.442625693977,301.4176703014121
36280000,-3496.102804257069,313.21786719077727
36320000,-3522.112109184265,297.3490388861491
36360000,-3417.021822765004,291.2959086534044
36400000,-3441.063691020012,279.07729448468444
36440000,-3538.861265107058,287.67559079288947
36480000,-3468.3769024908543,312.28833735414105
36520000,-3482.436353944242,284.7382649936822
36560000,-3509.980007746257,300.20813241496126
36600000,-3487.7406294345856,285.5033513626738
36640000,-3507.9861338101327,298.57587636843
36680000,-3428.699246894568,325.69801576045194
36720000,-3408.512981593609,316.25991938755453
36760000,-3475.4817392230034,299.05696090474873
36800000,-3473.189636722207,297.31625680339704
36840000,-3409.2686808109283,300.1573580080225
36880000,-3446.493071064353,322.0294343879133
36920000,-3483.3429179936647,299.8584297080181
36960000,-3421.7582490593195,318.185733252958
37000000,-3383.243768101558,306.1822075989445
37040000,-3496.813710610615,336.7169848879105
37080000,-3485.5358172282577,307.75675261560446
37120000,-3353.501682206057,297.3972411623093
37160000,-3504.363570407033,303.3195526725518
37200000,-3580.879534125328,285.30554728381526
37240000,-3471.2967690229416,305.8479482024177
37280000,-3423.0212917625904,292.13257253017
37320000,-3343.26306598261,300.8557573615502
37360000,-3504.28793894127,288.99708540759684
37400000,-3409.333475632593,310.7531173792672
37440000,-3455.477141946554,280.73734736505855
37480000,-3519.6174949370325,275.06020905653713
37520000,-3516.5312528014183,312.54058444091174
37560000,-3534.87275236845,281.0533368019542
37600000,-3527.598986774683,319.68761961964964
37640000,-3504.8401903286576,309.22155151306634
37680000,-3456.416537463665,319.4280149554201
37720000,-3377.775854829699,298.42649865389956
37760000,-3362.1271469816566,317.91594202760984
37800000,-3504.3130942434072,302.7245720169573
37840000,-3447.1288972198963,312.5860307303294
37880000,-3497.4461554661393,318.646529510423
37920000,-3444.484892555898,308.37116277752745
37960000,-3436.6941589713097,318.5759722897975
38000000,-3414.254189029336,297.92298274237277
38040000,-3367.0409346818924,314.45772939016
38080000,-3347.5945331454277,310.3950276046447
38120000,-3450.7702036499977,302.12166262531855
38160000,-3378.1331526748836,285.2293777454213
38200000,-3446.6945735774934,307.8670985001001
38240000,-3457.49455698207,284.8404605664345
38280000,-3416.42313747108,301.41693364468773
38320000,-3464.4088546533603,284.4843135419818
38360000,-3337.794068628922,306.59334155649356
38400000,-3462.640088826418,303.94182852330107
38440000,-3476.0930515378714,303.91200857932796
38480000,-3441.541507154703,314.4623281598242
38520000,-3488.5670658946037,300.6782809977051
38560000,-3521.7331196145387,303.7744389812556
38600000,-3419.6126803718507,275.08200553788316
38640000,-3400.5816237851977,299.14431973036096
38680000,-3493.6339081991464,282.83085118086996
38720000,-3538.7156548621642,331.4501670153316
38760000,-3348.3985649487004,280.64513567035505
38800000,-3498.5165869891644,312.921231203452
38840000,-3553.924244940281,285.5240721224672
38880000,-3447.1174767911434,286.10827343875224
38920000,-3441.9830368459225,306.068668537977
38960000,-3305.6902726888657,277.4782037984027
39000000,-3465.460251659155,304.5651119796426
39040000,-3391.950277192518,307.7939289081949
39080000,-3359.359925597906,303.94505523868935
39120000,-3431.0569487333996,302.1059763637553
39160000,-3423.9033151865005,286.34267099391116
39200000,-3433.415190398693,326.2345229896695
39240000,-3472.651796326041,303.871493141811
39280000,-3503.776326456107,319.6250010385228
39320000,-3404.996141977608,286.04805034979387
39360000,-3482.9229728877544,308.4643862120311
39400000,-3374.2546434402466,304.43226405246406
39440000,-3471.777395941317,290.45442144830594
39480000,-3478.1873541306704,293.1727450029122
39520000,-3417.3037915229797,300.34342214714826
39560000,-3500.3941552639008,311.1236751807914
39600000,-3360.12095490098,325.1703552893393
39640000,-3496.17792359367,289.2546975596169
39680000,-3469.4355033356696,303.36822137086085
39720000,-3384.5010209520697,300.66440304610063
39760000,-3436.5371692478657,295.7451480412544
39800000,-3441.0385900214314,330.0532756206112
39840000,-3494.381491840817,318.5491705444709
39880000,-3381.821499720216,284.3129451217989
39920000,-3400.2165085915476,308.97260750580483
39960000,-3440.1466715727,302.4093949669024
40000000,-3351.2611573934555,300.9826116376948
